LoanID,CustomerID,BranchID,LoanOfficerEmployeeID,LoanType,LoanStatus,ApplicationDate,DecisionDate,DisbursementDate,RequestedAmount,ApprovedAmount,DisbursedAmount,OutstandingBalance,InterestRate,TermMonths,MonthlyPayment,DaysDelinquent,CollateralType,CollateralValue,PurposeDescription,RejectionReason,CreatedAt,UpdatedAt
LN0000111,CUST001778,BRN0035,EMP00383,Personal Loan,Disbursed,2023-01-02,2023-01-27,2023-02-08,90193.88,76657.47,73717.81,54204.33,13.108,36,2586.88,0,Cash Deposit,,Education,,2023-01-02 00:00:00,2023-04-22 00:00:00
LN0000112,CUST006170,BRN0009,EMP00096,Business Loan,Approved,2023-02-27,2023-03-20,,197176.29,189561.32,,,21.9742,84,4437.63,0,Cash Deposit,,Working capital,,2023-02-27 00:00:00,2024-10-19 00:00:00
LN0000113,CUST004800,BRN0034,EMP00478,Student Loan,Rejected,2018-05-31,2018-06-27,,18902.19,,,,12.9905,240,221.33,0,Equipment,,Equipment purchase,Insufficient income,2018-05-31 00:00:00,2019-06-10 00:00:00
LN0000114,CUST001679,BRN0024,EMP00041,Auto Loan,Disbursed,2024-04-10,2024-04-14,2024-04-22,20557.81,14947.05,14332.44,919.3,23.3115,360,290.65,0,Equipment,102789.07,Equipment purchase,,2024-04-10 00:00:00,2025-10-03 00:00:00
LN0000115,CUST001615,BRN0005,EMP00202,Student Loan,Closed,2023-09-24,2023-10-14,2023-10-22,53079.19,44997.48,44659.28,29164.84,12.0147,36,1494.88,0,Guarantor,,Renovation,,2023-09-24 00:00:00,2024-10-05 00:00:00
LN0000116,CUST006319,BRN0028,EMP00072,Personal Loan,Disbursed,2024-08-02,2024-08-07,2024-08-17,25994.59,22235.16,21810.01,14455.93,7.7064,12,1931.18,0,Cash Deposit,44053.58,Home purchase,,2024-08-02 00:00:00,2025-07-01 00:00:00
LN0000117,CUST003236,BRN0037,EMP00286,Auto Loan,Disbursed,2021-12-11,2022-01-08,2022-01-19,68702.88,54723.96,53307.94,40359.04,20.353,24,2794.67,0,None,,,,2021-12-11 00:00:00,2023-04-27 00:00:00
LN0000118,CUST003079,BRN0029,EMP00213,Home Mortgage,Pending,2018-01-02,,,23332.98,,,,10.0203,360,205.11,0,None,58037.11,Renovation,,2018-01-02 00:00:00,2018-06-24 00:00:00
LN0000119,CUST006344,BRN0019,EMP00064,Business Loan,Approved,2024-10-07,2024-10-13,,235361.65,212857.58,,,5.1971,84,3028.26,0,Cash Deposit,,Vehicle purchase,,2024-10-07 00:00:00,2026-06-23 00:00:00
LN0000120,CUST006979,BRN0033,EMP00322,Home Mortgage,Closed,2022-11-19,2022-12-18,2022-12-21,47628.67,44382.47,43000.84,135.5,21.819,60,1221.23,0,Cash Deposit,170931.85,Education,,2022-11-19 00:00:00,2023-06-20 00:00:00
LN0000121,CUST008684,BRN0046,EMP00282,Home Mortgage,Rejected,2024-01-25,2024-02-20,,15833.41,,,,14.0947,36,541.88,0,Cash Deposit,5509.24,Debt consolidation,Low credit score,2024-01-25 00:00:00,2024-12-02 00:00:00
LN0000122,CUST001652,BRN0017,EMP00295,Student Loan,Closed,2024-11-22,2024-12-16,2024-12-24,122794.13,122052.33,116088.18,39430.74,20.2511,36,4551.53,0,None,,Emergency,,2024-11-22 00:00:00,2026-09-19 00:00:00
LN0000123,CUST002876,BRN0048,EMP00163,Student Loan,Approved,2022-09-19,2022-10-18,,31067.35,27297.99,,,7.841,84,423.31,0,Vehicle,,Investment,,2022-09-19 00:00:00,2023-05-09 00:00:00
LN0000124,CUST009882,BRN0009,EMP00199,Line of Credit,Rejected,2018-03-28,2018-04-26,,13000.93,,,,23.6627,24,685.19,0,Property,26226.5,Home purchase,Incomplete documents,2018-03-28 00:00:00,2019-04-15 00:00:00
LN0000125,CUST009157,BRN0034,EMP00043,Credit Card,Disbursed,2023-02-08,,2023-03-04,16054.39,12007.05,11871.73,4737.56,10.8813,48,309.64,0,None,7862.06,Business expansion,,2023-02-08 00:00:00,2023-10-11 00:00:00
LN0000126,CUST004255,BRN0007,EMP00291,Home Mortgage,Pending,2024-10-12,,,306601.93,,,,20.5547,84,6911.24,0,Cash Deposit,156730.15,Home purchase,,2024-10-12 00:00:00,2025-02-02 00:00:00
LN0000127,CUST006116,BRN0045,EMP00290,Business Loan,Disbursed,2018-03-17,2018-04-16,2018-04-22,63441.52,46271.73,44360.02,12351.76,17.0509,180,713.79,0,Equipment,12421.61,Personal use,,2018-03-17 00:00:00,2019-05-02 00:00:00
LN0000128,CUST002347,BRN0049,EMP00358,Auto Loan,Closed,2020-06-21,2020-07-09,2020-07-23,24371.3,21766.0,21289.47,4777.84,11.0073,180,247.49,0,Property,53434.73,Home purchase,,2020-06-21 00:00:00,2020-08-26 00:00:00
LN0000129,CUST009172,BRN0009,EMP00018,Auto Loan,Disbursed,2020-11-27,2020-12-16,2020-12-20,6176.07,4711.65,4516.5,2979.21,19.6905,12,435.76,0,,344658.24,,,2020-11-27 00:00:00,2021-08-18 00:00:00
LN0000130,CUST006670,BRN0003,EMP00438,Home Mortgage,Approved,2020-12-28,2021-01-22,,7057.06,5538.83,,,14.9091,84,106.6,0,Equipment,19825.42,Education,,2020-12-28 00:00:00,2022-02-17 00:00:00
LN0000131,CUST005901,BRN0031,EMP00160,Home Mortgage,Rejected,2024-09-08,2024-09-24,,16082.35,,,,19.7867,84,355.07,0,Cash Deposit,,Personal use,Insufficient income,2024-09-08 00:00:00,2026-01-28 00:00:00
LN0000132,CUST006289,BRN0048,EMP00427,Credit Card,Pending,2018-11-26,,,86342.41,,,,10.7824,360,808.09,0,,72066.48,Business expansion,,2018-11-26 00:00:00,2019-11-13 00:00:00
LN0000133,CUST006659,BRN0006,EMP00220,Personal Loan,Closed,2018-10-05,2018-10-31,2018-11-01,12836.82,10996.05,10535.35,8148.18,10.6689,84,186.37,0,None,,Home purchase,,2018-10-05 00:00:00,2019-09-01 00:00:00
LN0000134,CUST002294,BRN0040,EMP00265,Home Mortgage,Rejected,2021-08-02,2021-08-13,,379580.92,,,,20.4285,180,6787.04,0,Cash Deposit,,Debt consolidation,,2021-08-02 00:00:00,2023-02-10 00:00:00
LN0000135,CUST005042,BRN0031,EMP00099,Line of Credit,Pending,2018-08-09,,,43242.26,,,,20.103,60,1148.14,0,Vehicle,,,,2018-08-09 00:00:00,2020-01-31 00:00:00
LN0000136,CUST009095,BRN0006,EMP00364,Auto Loan,Approved,2024-07-17,2024-07-27,,63039.03,48699.25,,,14.8833,240,637.07,0,Cash Deposit,,Debt consolidation,,2024-07-17 00:00:00,2025-12-23 00:00:00
LN0000137,CUST002219,BRN0047,EMP00391,Home Mortgage,Approved,2023-06-11,2023-06-28,,32422.75,28134.42,,,7.6065,60,565.18,0,Property,45670.23,Education,,2023-06-11 00:00:00,2025-02-16 00:00:00
LN0000138,CUST008154,BRN0041,EMP00125,Business Loan,Disbursed,2020-04-16,2020-04-24,2020-04-28,94665.28,71810.77,69428.63,51053.82,23.7006,48,2329.29,0,Guarantor,,Debt consolidation,,2020-04-16 00:00:00,2021-05-14 00:00:00
LN0000139,CUST008660,BRN0021,EMP00493,Auto Loan,Disbursed,2022-01-25,2022-01-30,2022-02-11,17288.48,15484.58,15136.33,1321.49,10.7281,360,144.29,0,Vehicle,28851.11,Working capital,,2022-01-25 00:00:00,2023-07-04 00:00:00
LN0000140,CUST007178,BRN0048,EMP00187,Line of Credit,Rejected,2021-04-21,2021-05-18,,135875.21,,,,14.3335,12,12221.17,0,Cash Deposit,19881.25,Medical expenses,High DTI,2021-04-21 00:00:00,2022-08-04 00:00:00
LN0000141,CUST008167,BRN0030,EMP00244,Credit Card,Rejected,2019-10-17,,,51946.15,,,,19.6156,240,866.83,0,Guarantor,21547.87,Home purchase,Incomplete documents,2019-10-17 00:00:00,2019-12-08 00:00:00
LN0000142,CUST008392,BRN0047,EMP00268,Line of Credit,Approved,2019-12-27,2020-01-21,,23072.37,16867.14,,,11.1964,60,368.39,0,Equipment,400834.11,Business expansion,,2019-12-27 00:00:00,2020-04-26 00:00:00
LN0000143,CUST008342,BRN0017,EMP00023,Auto Loan,Disbursed,2018-02-04,2018-02-23,2018-03-01,34662.45,32134.47,32067.72,2610.32,14.2382,60,751.69,0,Property,17849.32,Debt consolidation,,2018-02-04 00:00:00,2019-07-31 00:00:00
LN0000144,CUST006307,BRN0031,EMP00188,Credit Card,Pending,2022-01-16,,,38738.77,,,,11.338,12,3429.91,0,Equipment,,Working capital,,2022-01-16 00:00:00,2022-09-26 00:00:00
LN0000145,CUST002143,BRN0029,EMP00331,Business Loan,Pending,2019-01-28,,,823766.09,,,,6.8402,240,6307.87,0,Vehicle,1041720.29,Renovation,,2019-01-28 00:00:00,2019-08-08 00:00:00
LN0000146,CUST004390,BRN0044,EMP00005,Business Loan,Defaulted,2019-11-01,2019-11-20,2019-11-21,53126.93,45385.9,44501.03,14299.8,5.1123,48,1047.52,524,Guarantor,116312.42,Home purchase,,2019-11-01 00:00:00,2020-09-15 00:00:00
LN0000147,CUST003764,BRN0040,EMP00117,Business Loan,Approved,2019-05-11,2019-05-28,,24768.95,22434.8,,,9.2182,120,286.85,0,Equipment,167509.11,Medical expenses,,2019-05-11 00:00:00,2021-04-02 00:00:00
LN0000148,CUST000593,BRN0024,EMP00494,Line of Credit,Disbursed,2018-02-22,2018-03-02,2018-03-03,152409.23,138247.93,135351.07,80932.44,6.966,36,4266.55,0,Property,,Vehicle purchase,,2018-02-22 00:00:00,2018-12-10 00:00:00
LN0000149,CUST009911,BRN0009,EMP00117,Student Loan,Disbursed,2022-12-07,2022-12-08,2022-12-11,22950.69,21865.07,21431.17,12983.79,11.5944,60,481.91,0,Guarantor,,Renovation,,2022-12-07 00:00:00,2023-09-29 00:00:00
LN0000150,CUST009355,BRN0008,,Credit Card,Approved,2023-09-16,2023-10-09,,93576.63,83463.23,,,7.6358,84,1285.78,0,Vehicle,35829.13,Vehicle purchase,,2023-09-16 00:00:00,2025-03-01 00:00:00
LN0000151,CUST009421,BRN0031,EMP00005,Personal Loan,Disbursed,2018-09-14,2018-09-28,2018-10-11,18200.77,15982.61,15674.26,4337.94,18.6458,120,294.66,0,Vehicle,48374.02,Working capital,,2018-09-14 00:00:00,2020-06-18 00:00:00
LN0000152,CUST007332,BRN0023,EMP00283,Credit Card,Approved,2018-09-13,2018-09-27,,6472.47,5936.3,,,19.2309,36,218.29,0,Cash Deposit,9078.59,Education,,2018-09-13 00:00:00,2019-04-04 00:00:00
LN0000153,CUST000277,BRN0050,EMP00466,Credit Card,Disbursed,2022-09-04,2022-09-16,2022-09-22,37878.79,30625.16,29778.06,19887.95,20.0052,84,680.16,0,Cash Deposit,,,,2022-09-04 00:00:00,2023-08-31 00:00:00
LN0000154,CUST000238,BRN0009,EMP00201,Home Mortgage,Rejected,2024-01-06,2024-01-10,,12139.23,,,,13.4383,48,328.31,0,Equipment,,Personal use,High DTI,2024-01-06 00:00:00,2024-08-03 00:00:00
LN0000155,CUST005575,BRN0020,EMP00244,Personal Loan,Closed,2023-08-19,2023-09-06,2023-09-18,23590.0,16902.85,16579.83,7415.08,9.9658,360,147.91,0,Property,,Working capital,,2023-08-19 00:00:00,2023-11-13 00:00:00
LN0000156,CUST003827,BRN0040,EMP00104,Student Loan,Approved,2023-08-22,2023-09-17,,77835.55,65485.53,,,5.6364,24,2891.64,0,Property,184938.1,Equipment purchase,,2023-08-22 00:00:00,2023-11-02 00:00:00
LN0000157,CUST007049,BRN0004,EMP00166,Credit Card,Closed,2020-06-09,2020-06-24,2020-06-25,171780.09,138427.66,132902.87,56821.27,8.0081,180,1323.53,0,Equipment,73830.66,Working capital,,2020-06-09 00:00:00,2021-01-16 00:00:00
LN0000158,CUST003274,BRN0023,EMP00296,Home Mortgage,Pending,2018-10-01,,,11373.88,,,,10.5765,360,104.69,0,Cash Deposit,,,,2018-10-01 00:00:00,2019-04-18 00:00:00
LN0000159,CUST006011,BRN0033,EMP00165,Student Loan,Disbursed,2019-07-12,2019-08-01,2019-08-08,21837.57,16934.96,16773.5,1578.0,8.0099,180,161.94,0,Vehicle,93505.39,Education,,2019-07-12 00:00:00,2020-10-22 00:00:00
LN0000160,CUST001438,BRN0030,EMP00224,Auto Loan,In Arrears,2018-04-08,2018-05-01,2018-05-13,104994.0,76054.76,72432.23,21674.56,11.9976,360,782.17,30,Guarantor,,Home purchase,,2018-04-08 00:00:00,2019-12-13 00:00:00
LN0000161,CUST005317,BRN0032,EMP00058,Home Mortgage,Disbursed,2024-03-19,2024-03-31,2024-04-08,93390.69,79710.88,76482.5,35234.77,20.2943,240,1372.58,0,Cash Deposit,,Equipment purchase,,2024-03-19 00:00:00,2025-04-07 00:00:00
LN0000162,CUST004848,BRN0005,EMP00192,Business Loan,Disbursed,2019-01-16,2019-02-01,2019-02-07,158445.49,143212.25,140790.87,120422.59,14.2868,120,2248.37,0,Vehicle,,Debt consolidation,,2019-01-16 00:00:00,2020-03-23 00:00:00
LN0000163,CUST005577,BRN0027,EMP00104,Personal Loan,Closed,2024-09-06,2024-09-17,2024-09-25,15967.48,12566.91,12189.08,5471.06,16.5928,360,175.01,0,None,172598.78,Investment,,2024-09-06 00:00:00,2024-12-12 00:00:00
LN0000164,CUST005116,BRN0035,EMP00018,Home Mortgage,Disbursed,2022-03-17,2022-04-13,2022-04-27,32074.49,23669.21,23556.99,2990.56,15.6734,24,1155.23,0,Guarantor,129167.55,Vehicle purchase,,2022-03-17 00:00:00,2022-05-02 00:00:00
LN0000165,CUST008609,BRN0010,,Business Loan,Rejected,2024-02-11,2024-03-12,,28218.36,,,,19.7222,48,854.52,0,Equipment,135107.38,Vehicle purchase,Low credit score,2024-02-11 00:00:00,2025-12-07 00:00:00
LN0000166,CUST007950,BRN0005,EMP00191,Auto Loan,Disbursed,2018-05-20,2018-06-05,2018-06-13,76485.4,54230.71,54141.94,25270.97,7.054,84,819.92,0,Vehicle,263859.28,Renovation,,2018-05-20 00:00:00,2020-04-17 00:00:00
LN0000167,CUST007897,BRN0042,EMP00406,Credit Card,Pending,2018-04-10,,,40388.84,,,,14.5789,84,769.86,0,Equipment,,Vehicle purchase,,2018-04-10 00:00:00,2019-08-05 00:00:00
LN0000168,CUST007678,BRN0004,EMP00142,Personal Loan,Approved,2020-05-03,2020-05-05,,57163.81,53245.37,,,4.7029,360,276.24,0,Guarantor,,Medical expenses,,2020-05-03 00:00:00,2020-11-09 00:00:00
LN0000169,CUST004438,BRN0006,EMP00463,Student Loan,Approved,2019-04-15,2019-04-28,,62269.91,55176.06,,,16.861,12,5028.68,0,Vehicle,139336.46,Education,,2019-04-15 00:00:00,2019-11-19 00:00:00
LN0000170,CUST004120,BRN0045,EMP00257,Personal Loan,Approved,2020-02-08,2020-02-21,,50137.32,48309.79,,,19.1258,60,1256.53,0,,84536.01,Emergency,,2020-02-08 00:00:00,2021-04-26 00:00:00
LN0000171,CUST009289,BRN0018,EMP00188,Student Loan,Approved,2022-04-16,2022-05-12,,29278.95,20591.55,,,10.0767,24,950.92,0,,55049.13,Home purchase,,2022-04-16 00:00:00,2022-11-19 00:00:00
LN0000172,CUST007409,BRN0028,EMP00272,Student Loan,Rejected,2018-02-07,2018-02-21,,472535.08,,,,10.7003,180,5282.23,0,Property,1623129.77,Renovation,,2018-02-07 00:00:00,2019-02-09 00:00:00
LN0000173,CUST007461,BRN0027,EMP00144,Line of Credit,Rejected,2019-03-28,2019-04-24,,15510.39,,,,4.5383,240,,0,Vehicle,,Emergency,Incomplete documents,2019-03-28 00:00:00,2021-02-09 00:00:00
LN0000174,CUST006760,BRN0011,EMP00091,Business Loan,Rejected,2022-01-28,2022-02-07,,64531.4,,,,14.4676,48,,0,,39092.4,Medical expenses,Insufficient income,2022-01-28 00:00:00,2022-08-03 00:00:00
LN0000175,CUST004008,BRN0024,EMP00061,Auto Loan,Defaulted,2019-03-09,2019-03-31,2019-04-12,211562.29,171401.04,164345.95,17118.63,10.7983,360,1606.22,686,None,15933.31,Emergency,,2019-03-09 00:00:00,2021-01-08 00:00:00
LN0000176,CUST008389,BRN0038,EMP00470,Line of Credit,Disbursed,2020-10-20,2020-10-25,2020-10-29,46974.56,45131.8,43705.49,3476.06,17.7585,60,1140.13,0,None,,Investment,,2020-10-20 00:00:00,2020-12-11 00:00:00
LN0000177,CUST007307,BRN0050,EMP00500,Home Mortgage,Rejected,2018-04-03,2018-04-11,,65950.85,,,,12.51,48,1753.3,0,Cash Deposit,20772.83,Renovation,Insufficient income,2018-04-03 00:00:00,2019-08-23 00:00:00
LN0000178,CUST000613,BRN0017,EMP00028,Student Loan,Disbursed,2022-12-09,2022-12-24,2023-01-06,27582.37,22736.19,21879.03,5916.5,16.0143,60,553.07,0,Property,60338.98,Renovation,,2022-12-09 00:00:00,2024-09-10 00:00:00
LN0000179,CUST002357,BRN0024,EMP00409,Business Loan,Rejected,2020-11-11,2020-11-28,,118765.55,,,,22.6975,24,6202.32,0,Equipment,,Personal use,Insufficient income,2020-11-11 00:00:00,2021-03-06 00:00:00
LN0000180,CUST008624,BRN0020,EMP00105,Personal Loan,Approved,2024-05-20,2024-06-09,,42618.64,36352.43,,,4.016,180,269.19,0,Cash Deposit,316185.58,Medical expenses,,2024-05-20 00:00:00,2024-12-30 00:00:00
LN0000181,CUST001053,BRN0015,EMP00024,Line of Credit,Approved,2018-09-10,2018-10-09,,121258.73,,,,17.4911,360,1569.53,0,Cash Deposit,,Education,,2018-09-10 00:00:00,2019-02-08 00:00:00
LN0000182,CUST009828,BRN0037,EMP00422,Business Loan,Approved,2020-05-15,2020-06-03,,16589.01,12243.45,,,13.8412,36,417.51,0,Cash Deposit,1852.38,Medical expenses,,2020-05-15 00:00:00,2022-04-26 00:00:00
LN0000183,CUST002541,BRN0033,EMP00173,Auto Loan,Disbursed,2021-10-25,2021-11-02,2021-11-11,10187.39,10004.44,9642.19,4484.76,23.8182,240,200.36,0,Guarantor,186584.84,,,2021-10-25 00:00:00,2022-02-25 00:00:00
LN0000184,CUST006134,BRN0047,EMP00422,Auto Loan,Disbursed,2022-02-20,2022-03-04,2022-03-07,19542.66,15985.9,15581.11,14229.75,5.0645,36,479.57,0,None,,Renovation,,2022-02-20 00:00:00,2023-09-21 00:00:00
LN0000185,CUST002638,BRN0041,EMP00478,Personal Loan,Closed,2018-01-23,,2018-02-04,283839.67,240953.35,236270.18,147892.11,18.6313,360,3755.71,0,None,155761.0,Vehicle purchase,,2018-01-23 00:00:00,2019-06-30 00:00:00
LN0000186,CUST004099,BRN0042,EMP00361,Credit Card,Disbursed,2020-10-18,2020-10-26,2020-11-01,82895.69,64504.2,63539.0,28915.46,10.4956,60,1386.31,0,Guarantor,31811.85,Renovation,,2020-10-18 00:00:00,2021-04-22 00:00:00
LN0000187,CUST006732,BRN0005,EMP00133,Business Loan,Approved,2022-09-17,2022-09-21,,118127.77,92610.54,,,5.5421,180,758.78,0,Cash Deposit,,Emergency,,2022-09-17 00:00:00,2023-10-20 00:00:00
LN0000188,CUST003734,BRN0036,EMP00240,Business Loan,Disbursed,2022-07-18,2022-08-12,2022-08-21,82413.08,71434.77,70740.36,18166.98,20.771,36,2682.92,0,,,,,2022-07-18 00:00:00,2023-05-01 00:00:00
LN0000189,CUST004002,BRN0012,EMP00290,Credit Card,Rejected,2020-07-09,2020-07-21,,66728.44,,,,17.8803,360,999.14,0,Equipment,10126.19,Medical expenses,Incomplete documents,2020-07-09 00:00:00,2021-08-10 00:00:00
LN0000190,CUST006555,BRN0017,EMP00405,Personal Loan,Closed,2022-12-19,2022-12-30,2023-01-13,2825.45,2516.96,2433.14,1733.26,9.292,48,62.98,0,Property,,Home purchase,,2022-12-19 00:00:00,2024-12-18 00:00:00
LN0000191,CUST001183,BRN0006,EMP00199,Business Loan,Rejected,2021-11-04,2021-11-07,,23079.5,,,,23.8807,240,463.39,0,Cash Deposit,,Education,Insufficient income,2021-11-04 00:00:00,2022-07-13 00:00:00
LN0000192,CUST002757,BRN0001,EMP00182,Line of Credit,Approved,2022-05-19,2022-06-15,,111126.95,86806.58,,,19.3101,240,1427.83,0,None,,Medical expenses,,2022-05-19 00:00:00,2022-08-04 00:00:00
LN0000193,CUST004337,BRN0010,EMP00099,Credit Card,Rejected,2022-09-29,2022-10-04,,50163.13,,,,11.1432,48,1299.98,0,Vehicle,199027.47,Equipment purchase,High DTI,2022-09-29 00:00:00,2023-06-22 00:00:00
LN0000194,CUST009630,BRN0014,EMP00460,Home Mortgage,In Arrears,2019-06-01,2019-06-22,2019-06-25,35550.87,34839.92,33910.27,7025.88,17.7079,84,726.31,30,Vehicle,743696.62,Working capital,,2019-06-01 00:00:00,2020-10-26 00:00:00
LN0000195,CUST004507,BRN0049,EMP00041,Line of Credit,Approved,2023-02-08,,,347784.82,343614.6,,,9.1581,48,8576.68,0,None,,Working capital,,2023-02-08 00:00:00,2024-08-24 00:00:00
LN0000196,CUST003323,BRN0035,EMP00263,Credit Card,Approved,2018-06-25,2018-06-28,,22467.9,22280.25,,,7.7018,36,695.12,0,None,,Emergency,,2018-06-25 00:00:00,2019-03-03 00:00:00
LN0000197,CUST008288,BRN0033,EMP00258,Line of Credit,Closed,2023-02-19,2023-03-06,2023-03-14,116904.22,113809.88,108238.68,43732.4,22.5962,60,3182.01,0,Equipment,,Renovation,,2023-02-19 00:00:00,2023-11-12 00:00:00
LN0000198,CUST001223,BRN0047,EMP00271,Auto Loan,Disbursed,2018-10-12,2018-11-02,2018-11-07,56340.0,42721.55,40711.95,23761.68,18.1388,24,2135.7,0,Cash Deposit,187893.13,Investment,,2018-10-12 00:00:00,2019-05-15 00:00:00
LN0000199,CUST006338,BRN0028,EMP00006,Personal Loan,Pending,2022-03-21,,,7727.21,,,,12.8367,12,689.58,0,Cash Deposit,24067.67,Renovation,,2022-03-21 00:00:00,2022-07-27 00:00:00
LN0000200,CUST006850,BRN0019,EMP00307,Personal Loan,Rejected,2023-03-22,2023-04-06,,10707.51,,,,15.1634,48,298.89,0,Equipment,,Debt consolidation,Low credit score,2023-03-22 00:00:00,2025-03-06 00:00:00
LN0000201,CUST007588,BRN0005,EMP00011,Auto Loan,Disbursed,2023-06-23,2023-07-12,2023-07-22,303320.87,228436.77,221075.64,54405.43,16.2389,48,6501.95,0,Vehicle,6456.14,Working capital,,2023-06-23 00:00:00,2023-10-11 00:00:00
LN0000202,CUST000337,BRN0039,EMP00341,Line of Credit,Approved,2018-03-11,2018-03-14,,82636.16,74064.88,,,23.3534,24,3892.03,0,None,496297.88,Working capital,,2018-03-11 00:00:00,2018-03-28 00:00:00
LN0000203,CUST006780,BRN0014,,Line of Credit,Approved,2022-06-11,2022-06-30,,2289.74,1940.44,,,23.6117,240,38.54,0,None,58657.44,Business expansion,,2022-06-11 00:00:00,2024-03-04 00:00:00
LN0000204,CUST009936,BRN0016,EMP00500,Student Loan,Approved,2021-11-27,2021-12-09,,11366.16,8322.05,,,16.0537,60,202.61,0,Guarantor,,Working capital,,2021-11-27 00:00:00,2022-09-02 00:00:00
LN0000205,CUST009533,BRN0038,EMP00179,Credit Card,Disbursed,2018-03-07,2018-03-22,2018-04-01,145788.68,138067.1,135263.23,61671.6,9.2087,180,1417.56,0,Equipment,,Personal use,,2018-03-07 00:00:00,2019-02-07 00:00:00
LN0000206,CUST001470,BRN0039,EMP00341,Business Loan,Disbursed,2024-12-11,2024-12-20,2024-12-27,12440.7,11268.35,11079.72,1087.18,12.0632,180,135.7,0,Guarantor,140343.4,Medical expenses,,2024-12-11 00:00:00,2025-05-08 00:00:00
LN0000207,CUST009982,BRN0039,EMP00150,Line of Credit,Approved,2020-05-21,2020-06-12,,65717.55,57181.06,,,8.5844,180,565.92,0,,160142.04,Personal use,,2020-05-21 00:00:00,2020-07-22 00:00:00
LN0000208,CUST007158,BRN0004,EMP00181,Credit Card,Disbursed,2022-11-17,2022-11-26,2022-12-08,121797.85,95427.81,93210.83,7939.52,18.0226,60,2424.41,0,Guarantor,73281.17,Renovation,,2022-11-17 00:00:00,2022-12-21 00:00:00
LN0000209,CUST008911,BRN0044,EMP00490,Personal Loan,Disbursed,2024-09-29,2024-10-28,2024-11-10,10477.81,9715.98,9260.83,4609.41,16.7951,180,148.12,0,Cash Deposit,7056.31,Personal use,,2024-09-29 00:00:00,2026-06-11 00:00:00
LN0000210,CUST001485,BRN0027,EMP00453,Student Loan,Approved,2024-10-08,2024-10-31,,64205.35,47741.29,,,8.8681,24,2178.16,0,Cash Deposit,,,,2024-10-08 00:00:00,2026-07-26 00:00:00
LN0000211,CUST001499,BRN0031,EMP00206,Personal Loan,In Arrears,2022-12-10,2022-12-26,2023-01-04,5814.45,4661.16,4549.68,2991.37,7.344,60,93.05,13,Vehicle,164984.05,Emergency,,2022-12-10 00:00:00,2023-11-02 00:00:00
LN0000212,CUST004479,BRN0035,EMP00262,Personal Loan,Disbursed,2021-09-09,2021-09-30,2021-10-13,7615.01,6337.34,6299.51,3474.1,19.6082,36,234.26,0,Property,,Personal use,,2021-09-09 00:00:00,2023-05-15 00:00:00
LN0000213,CUST002908,BRN0029,EMP00417,Personal Loan,Rejected,2023-05-30,2023-06-17,,100028.93,,,,5.2199,36,3007.84,0,Guarantor,25372.01,Education,Insufficient income,2023-05-30 00:00:00,2025-04-24 00:00:00
LN0000214,CUST008089,BRN0024,EMP00270,Home Mortgage,Approved,2020-06-29,2020-07-03,,29476.62,23753.3,,,21.5094,24,1226.53,0,Vehicle,18472.11,Education,,2020-06-29 00:00:00,2022-05-08 00:00:00
LN0000215,CUST008336,BRN0028,EMP00065,Student Loan,Rejected,2020-11-19,2020-12-01,,61221.71,,,,21.5429,180,1145.65,0,Equipment,,Personal use,Incomplete documents,2020-11-19 00:00:00,2022-07-09 00:00:00
LN0000216,CUST000112,BRN0025,EMP00411,Business Loan,Approved,2022-01-08,2022-01-31,,29465.36,23123.09,,,13.2031,360,259.46,0,None,5305.22,Equipment purchase,,2022-01-08 00:00:00,2022-04-28 00:00:00
LN0000217,CUST008656,BRN0035,EMP00119,Line of Credit,Disbursed,2021-03-06,2021-03-27,2021-04-02,134854.27,99488.88,97233.56,90675.19,21.7101,240,1824.61,0,Equipment,,Working capital,,2021-03-06 00:00:00,2021-09-23 00:00:00
LN0000218,CUST009879,BRN0015,EMP00297,Personal Loan,Approved,2019-10-29,2019-11-02,,119498.4,88923.04,,,20.2197,240,1526.0,0,Equipment,,Equipment purchase,,2019-10-29 00:00:00,2021-08-26 00:00:00
LN0000219,CUST004760,BRN0020,EMP00039,Credit Card,Closed,2023-12-28,2024-01-24,2024-02-04,174733.79,131465.47,126513.12,85179.6,17.0523,240,1933.57,0,Cash Deposit,,Emergency,,2023-12-28 00:00:00,2025-05-13 00:00:00
